,facltNm,allar,insrncAt,trsagntNo,bizrno,facltDivNm,mangeDivNm,mgcDiv,manageSttus,hvofBgnde,hvofEnddle,featureNm,induty,lctCl,doNm,sigunguNm,zipcode,addr1,addr2,mapX,mapY,direction,tel,homepage,resveUrl,resveCl,manageNmpr,gnrlSiteCo,autoSiteCo,glampSiteCo,caravSiteCo,indvdlCaravSiteCo,sitedStnc,siteMg1Width,siteMg2Width,siteMg3Width,siteMg1Vrticl,siteMg2Vrticl,siteMg3Vrticl,siteMg1Co,siteMg2Co,siteMg3Co,siteBottomCl1,siteBottomCl2,siteBottomCl3,siteBottomCl4,siteBottomCl5,tooltip,glampInnerFclty,caravInnerFclty,prmisnDe,operPdCl,operDeCl,trlerAcmpnyAt,caravAcmpnyAt,toiletCo,swrmCo,wtrplCo,brazierCl,sbrsCl,sbrsEtc,posblFcltyCl,posblFcltyEtc,clturEventAt,clturEvent,exprnProgrmAt,exprnProgrm,extshrCo,frprvtWrppCo,frprvtSandCo,fireSensorCo,themaEnvrnCl,eqpmnLendCl,animalCmgCl,tourEraCl,firstImageUrl,createdtime,modifiedtime
1601,왕송호수 캠핑장,0,Y,,,민간,직영,,운영,,,,자동차야영장,,경기도,의왕시,437825,경기도 의왕시 월암동 571번지 일원,,126.952089,37.306434,,031-8086-7371,http://uiwangpark.uuc.or.kr/facilities/wangsongcamping.jsp,,전화,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-04-02,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6865/thumb/thumb_720_14270sTkGwrzTYPyebRdI0Nh.jpg,2022-08-01 23:18,2022-08-01 23:18
1602,(주)밀모 빨강치마 야영장,0,Y,,615-81-2031 ,민간,직영,,운영,,,,일반야영장,산,전라북도,무주군,568834,전라북도 무주군 적상면 사산리 ,산235 ,127.6701883,35.9314436,,063-322-7000,http://milmo.co.kr/,http://milmo.co.kr/reserve/step01.php?loc=오토캠핑,온라인실시간예약,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2015-07-30,"봄,여름,가을,겨울",평일+주말,N,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수,산책로,운동장,운동시설,마트.편의점",,산책로,,N,,N,,0,0,0,0,"일출명소,일몰명소,스키,액티비티,가을단풍명소,겨울눈꽃명소,걷기길",,불가능,,https://gocamping.or.kr/upload/camp/6942/thumb/thumb_720_98337g7g1lw1Z1wc4t13WEtp.jpg,2022-08-01 23:18,2022-08-01 23:18
1603,(주)밀모 빨강치마자동차야영장 ,0,Y,,,민간,직영,,운영,,,,"일반야영장,자동차야영장,카라반,글램핑",산,전라북도,무주군,568834,전라북도 무주군 적상면 사산리 ,산235 ,127.6696108,35.9324066,,063-322-7000,http://milmo.co.kr,,"전화,온라인실시간예약",2,0,50,15,11,0,0,6,0,0,6,0,0,50,0,0,0,0,0,0,0,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구","침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구",2015-07-30,"봄,여름,가을,겨울",평일+주말,Y,N,2,2,2,개별,"전기,온수,물놀이장,놀이터,마트.편의점",,,,Y,,N,,5,0,0,0,겨울눈꽃명소,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1604,(주)수동자연마을 힐링별밤수목원캠핑장,87500,Y,,,민간,직영,,운영,,,수동계곡에 자리잡고있다.,"일반야영장,자동차야영장","산,숲,계곡",경기도,남양주시,472851,경기도 남양주시 수동면 비룡로 1516-19 ,,127.2736544,37.7496744,https://cafe.naver.com/healingforestcamping/staff/3,010-8957-0012,http://cafe.naver.com/healingforestcamping,http://booking.naver.com/3/booking/svc/19384,온라인실시간예약,1,40,40,0,0,10,0,6,4,0,8,5,0,15,15,0,0,40,0,0,20,,,,2015-05-19,"봄,여름,가을,겨울",평일+주말,N,N,2,2,2,개별,"전기,무선인터넷,온수,마트.편의점",,계곡 물놀이,,N,,N,,8,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",화로대,불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/6944/thumb/thumb_720_1991w7lB7x7jsOTjcaVxX3xw.jpg,2022-08-01 23:18,2022-08-01 23:18
1605,청보리오토캠핑장,0,N,제2014-000001호,609-81-83386,민간,직영,,운영,,,그늘막이  있는  사이트가 있슴.  조용하고 아담한 캠핑장 바로앞에 바다가 보이며. 낚시하기에 좋음.일몰이 장관임,자동차야영장,"섬,산",경상남도,통영시,650915,경상남도 통영시 욕지면 욕지일주로 896-71 ,욕지도 청보리오토캠프 ,128.2308605,34.6396511,,010-8075-5005,http://cafe.daum.net/cheongdori/,,전화,2,0,50,0,0,0,2,4,0,0,6,0,0,50,0,0,0,50,0,0,0,,,,2014-03-10,"봄,여름,가을",평일+주말,Y,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","카페가있어 간단한 커피. 팥빙수, 장작 판매","산책로,수상레저,낚시,강/물놀이,청소년체험시설",,N,,Y,자리돔뜰채.고등어.전갱이 낚시체험.요트체험,20,10,0,0,"일몰명소,수상레저,낚시,여름물놀이","릴선,화로대",불가능,,https://gocamping.or.kr/upload/camp/6946/thumb/thumb_720_0857K8v6H0J2DcRgu4ryDugJ.jpg,2022-08-01 23:18,2022-08-01 23:18
1606,캠프통 아일랜드,0,Y,제2016-00040호,385-88-00063,민간,직영,,운영,,,,글램핑,"산,호수",경기도,가평군,12456,경기 가평군 청평면 호반로 976,761-6 ,127.484201,37.7107945,,032-585-6000,http://www.camptong.com,www.facebook.com/camptongisland/ ,온라인예약대기,1,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,,"침대,TV,에어컨,냉장고,유무선인터넷,취사도구,내부화장실",,2016-07-19,"봄,여름,가을,겨울",평일+주말,N,N,3,3,0,불가,"전기,무선인터넷,온수,놀이터,운동시설",바베큐시설 및 카페 운영중,"수상레저,강/물놀이,어린이놀이시설",,N,,N,,28,0,0,28,"일몰명소,수상레저,액티비티,가을단풍명소,겨울눈꽃명소",,불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/6947/thumb/thumb_720_8030ViEwVzUtxDPB0cIaQDkc.jpg,2022-08-01 23:18,2022-08-01 23:18
1607,007흥정계곡 반딧불 캠핑장 ,0,Y,,,민간,직영,,운영,,,,자동차야영장,,강원도,평창군,232923,강원도 평창군 봉평면 흥정리 ,Dec-93,128.3078886,37.6570901,,070-4755-3362,http://www.fireflycamping.com/default/,http://www.fireflycamping.com/default/app/app_online.php?topmenu=3&submenu=2,온라인실시간예약,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2015-07-23,,,N,N,0,0,0,,"전기,온수,물놀이장,운동시설",,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1608,메이플트리글램핑,6000,Y,제2016-000058호,643-87-01045,민간,직영,,운영,,,,글램핑,"산,숲,계곡",경기도,가평군,12448,경기 가평군 상면 수목원로 181-28,메이플트리,127.3645131,37.7622269,,,http://site.onda.me/43933,,온라인실시간예약,3,0,0,23,0,0,2,0,0,0,0,0,0,0,0,0,0,23,23,0,0,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구",,2016-10-28,"봄,여름,가을,겨울",평일+주말,N,N,2,2,8,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,"계곡 물놀이,강/물놀이",,N,,N,,23,4,4,23,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","화로대,난방기구",가능(소형견),,https://gocamping.or.kr/upload/camp/6949/thumb/thumb_720_2142h7beEaUuq7niXeVaFYRJ.jpg,2022-08-01 23:18,2022-08-01 23:18
1609,캡틴 카라반 글램핑,0,Y,제2015-000006호,750-11-02225,민간,직영,신영수,운영,,,,"일반야영장,카라반,글램핑","산,숲",경기도,가평군,12447,경기 가평군 상면 청군로 776-22,,127.3713292,37.7806519,,010-5334-8883,,https://naver.me/xH2n2XE9,온라인실시간예약,2,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2022-04-07,"봄,여름,가을,겨울",평일+주말,Y,N,5,2,2,개별,"전기,장작판매,온수,물놀이장,마트.편의점",,,,Y,,N,,30,0,0,30,,,불가능,,https://gocamping.or.kr/upload/camp/6951/thumb/thumb_720_04306KvLpUdz0C1gnRHY9quN.jpg,2022-08-01 23:18,2022-10-05 6:30
1610,각흘계곡 캠핑장,49586,Y,2018000002,431-35-00297,민간,직영,,운영,,,7월~8월 성수기때는 평일 + 주말 모두 운영,"자동차야영장,카라반","산,숲,계곡",경기도,포천시,11110,경기도 포천시 이동면 금강로 6439,,127.393008,38.101442,,,http://kh-camp.com/sub/intro.html,https://booking.naver.com/booking/3/bizes/118651/search?area=pll,,1,0,40,0,4,0,0,7,0,0,8,0,0,40,0,0,0,13,14,0,0,,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실,내부샤워실",2018-04-13,"봄,여름,가을",주말,N,N,2,1,1,개별,"전기,무선인터넷,장작판매,온수,트렘폴린",와이파이는 제한적으로 가능,"계곡 물놀이,산책로",,N,"어린이날 간식, 선물 이벤트 ",N,,1,0,0,0,"여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,화로대",불가능,,https://gocamping.or.kr/upload/camp/6953/thumb/thumb_720_9236PePFVOiUwhgjJsOHknZy.jpg,2022-08-01 23:18,2022-08-01 23:18
1611,검디 관광농원 야영장,0,Y,,,민간,직영,,운영,,,,일반야영장,,인천시,강화군,23053,인천광역시 강화군 길상면 동검리 127-18,,126.5120716,37.5867305,,010-4936-5802,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-07-12,,평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6954/thumb/thumb_720_4744exVhE9zYaWxxtAmMadDt.jpg,2022-08-01 23:18,2022-08-01 23:18
1612,MK골드캠프,0,Y,,,민간,직영,,운영,,,5월 개장,"일반야영장,카라반,글램핑","산,숲",경기도,용인시,446807,경기도 용인시 기흥구 고매동 기흥단지로 398 ,골드CC클럽하우스 ,127.1369537,37.2169109,,031-286-9111,https://goldpetresort.modoo.at/,https://booking.naver.com/booking/3/bizes/42045/search?area=plt,,5,2,0,17,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실,내부샤워실","침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실,내부샤워실",2016-02-01,봄,평일+주말,N,N,2,2,2,개별,,,,,N,,N,,9,0,0,0,액티비티,,가능,,https://gocamping.or.kr/upload/camp/6955/thumb/thumb_720_9935dNBS8v0qUcgtVsUi84Mi.jpg,2022-08-01 23:18,2022-08-01 23:18
1613,공수전리 마을 휴향지,0,Y,2017-000023,116-88-00375,민간,직영,,운영,,,"야영비 없고 , 에약 안받음  캠핑장 운영기간 : 매년 7월 01일 부터 8월 31일까지 개장합니다.",일반야영장,숲,강원도,양양군,25037,강원 양양군 서면 용소길 89,,128.5601287,38.033312,,033-673-5900,,,,1,100,0,0,0,0,0,3,0,0,5,0,0,100,0,0,0,100,0,0,0,,,,2017-07-14,여름,평일+주말,N,N,5,2,5,개별,마트.편의점,,계곡 물놀이,,N,,N,,40,0,0,0,여름물놀이,,가능,여름,https://gocamping.or.kr/upload/camp/6956/thumb/thumb_720_9568bf5p57E1eQGyBqupFcCF.png,2022-08-01 23:18,2022-08-01 23:18
1614,구름위산책,0,Y,,,민간,직영,,운영,,,,일반야영장,,경기도,가평군,477834,경기도 가평군 조종면 현리 2-8,,127.3531157,37.8359458,,010-3888-9482,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-09-06,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6957/thumb/thumb_720_0863zjY25uLTITWOVYOLIOIr.jpg,2022-08-01 23:18,2022-08-01 23:18
1615,구절초마을캠핑장,10000,N,Sep-15,257-81-00677,민간,직영,㈜아우라지농특산물,휴장,2021-10-08,2022-11-30,,"일반야영장,자동차야영장",,강원도,정선군,26104,강원 정선군 여량면 노추산로 794,,128.7320835,37.5146165,,033-562-1666,https://gujeolchoautocamping.modoo.at/,,전화,2,0,12,3,0,0,0,4,0,0,4,0,0,18,0,0,0,0,0,0,0,,,,2015-07-17,"봄,여름,가을",평일+주말,N,N,3,6,3,개별,"전기,무선인터넷,장작판매,온수,운동장",,"계곡 물놀이,산책로,운동장,낚시,농어촌체험시설",,N,,N,,4,0,4,2,"액티비티,가을단풍명소",,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/6958/thumb/thumb_720_9905Czuo3KxavpmlngE6vsUb.jpg,2022-08-01 23:18,2022-08-01 23:18
1616,국립화천 숲속야영장,0,Y,,,국립공원,직영,,운영,,,,자동차야영장,,강원도,화천군,24139,강원도 화천군 간동면 배후령길 1144-25,,127.7983733,38.011442,,033-441-4466,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-07-20,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6959/thumb/thumb_720_9733k5eMMbe4ipedJDsZE7n6.jpg,2022-08-01 23:18,2022-08-01 23:18
1617,그랑블루 글램핑야영장,0,Y,,,민간,직영,,운영,,,,일반야영장,,강원도,양양군,215852,강원도 양양군 강현면 용호리 118번지 외 3필지,,128.619177,38.131477,,010-4784-3108,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-08-09,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6960/thumb/thumb_720_068365PCTrFOom0qCZBJDypq.jpg,2022-08-01 23:18,2022-08-01 23:18
1618,스톤힐,0,Y,제2017-1호,214-29-88310,민간,직영,,운영,,,,"일반야영장,글램핑",산,경상남도,거제시,53240,경남 거제시 수양1길 92-5,,128.6553113,34.8924728,,055-632-7577,http://stone-hill.kr/,http://stone-hill.kr/,,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실",,2017-12-29,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,"전기,무선인터넷,온수,놀이터",,"산책로,낚시",,N,,N,,10,0,0,10,걷기길,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1619,길안 다슬기캠프,0,Y,,,민간,직영,,운영,,,,자동차야영장,,경상북도,안동시,36735,경상북도 안동시 길안면 웃장터길 80,,128.8982405,36.4549585,,010-5004-2231,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-11-05,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6962/thumb/thumb_720_69862u3QGITdT7JDCmTOsAw5.jpg,2022-08-01 23:18,2022-08-01 23:18
1620,깊이울유원지 캠핑장,0,Y,,231-81-07488,국립공원,직영,,운영,,,,"일반야영장,카라반","산,숲,계곡",경기도,포천시,11136,경기 포천시 신북면 깊이울로 71,,127.1753182,37.9238045,,031-533-5155,http://cafe.naver.com/thelinkrv,,전화,3,9,0,0,7,0,3,6,5,6,8,8,4,3,3,3,0,0,9,0,0,,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실,내부샤워실",2018-09-04,"봄,여름,가을",평일+주말,N,N,3,1,2,개별,"전기,산책로",,"계곡 물놀이,산책로,수상레저,해수욕",,N,,N,,18,0,0,7,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/6963/thumb/thumb_720_7233ArLyEZqXl6AakgGVdnvK.jpg,2022-08-01 23:18,2022-08-01 23:18
1621,남원 백두대간 힐링캠핑장,0,Y,,,국립공원,직영,,운영,,,,일반야영장,,전라북도,남원시,55720,전북 남원시 운봉읍 행정공안길 299,,127.5408764,35.3953627,,063-620-5750,,http://www.namwon.go.kr/reserve/facilitie/room/scheduleAll.do?facilitieSid=7&menuCd=DOM_000000502001004000&contentsSid=5455&cpath=%2Freserve,온라인실시간예약,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-07-16,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6965/thumb/thumb_720_52735ZFlaQUXSP7flTKn373j.jpg,2022-08-01 23:18,2022-08-01 23:18
1622,뉴힐링캠프 ,0,Y,,,민간,직영,,운영,,,,일반야영장,,경기도,포천시,487862,경기도 포천시 이동면 금강로 6135-32 ,뉴힐링캠프 ,127.38885,38.075641,,010-9014-6511,http://newhealing.co.kr/,http://naver.me/5vIYBqQL,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-07-09,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6966/thumb/thumb_720_4293SWbnSLGvL2Mkfr8a7rMW.jpg,2022-08-01 23:18,2022-08-01 23:18
1623,양평 다목적캠핑장,0,N,,421-14-00242,민간,직영,,운영,,,,"일반야영장,글램핑","산,숲",경기도,양평군,12535,경기 양평군 양동면 양서동로 224,,127.7876691,37.4264014,,010-5592-7520,http://ypcamp.modoo.at,http://cafe.naver.com/yangpyeongcamping,,2,0,70,10,0,16,0,7,8,4,7,7,4,48,16,6,0,64,6,0,0,,"침대,에어컨,냉장고,난방기구,취사도구",,2015-10-14,"봄,여름,가을",평일+주말,Y,N,3,2,2,개별,"트렘폴린,물놀이장,산책로,마트.편의점",,"산책로,수영장,어린이놀이시설",,N,,N,,45,0,0,10,"스키,가을단풍명소,겨울눈꽃명소",,불가능,,https://gocamping.or.kr/upload/camp/6967/thumb/thumb_720_3730bOBJzatmw1LIeexpGoqX.jpg,2022-08-01 23:18,2022-08-01 23:18
1624,단양 남천 캠핑장,0,Y,,,지자체,직영,남천2리 마을회,운영,,,,일반야영장,,충청북도,단양군,27020,충북 단양군 영춘면 남천 4길 33,,128.5066679,37.0457734,,010-2893-9375,http://www.danyangcamping.com/,http://www.danyangcamping.com/pension_resv/resv_form1.htm,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1625,달재오토캠핑장,2570,Y,,174-30-00462,민간,직영,,운영,,,,일반야영장,"숲,계곡",충청북도,제천시,27101,충북 제천시 백운면 덕동로2길 23-13,,127.9570033,37.2161693,,,http://blog.naver.com/PostList.nhn?blogId=artskiller,https://booking.naver.com/booking/3/bizes/117005/search?area=plt,온라인실시간예약,2,0,17,0,0,0,3,6,6,0,9,8,0,8,9,0,0,17,0,0,0,,,,2018-10-02,"봄,여름,가을,겨울",평일+주말,Y,N,2,2,1,개별,"전기,장작판매,온수,마트.편의점",로스터리 카페,"계곡 물놀이,산책로,낚시,강/물놀이",,Y,,N,,10,1,0,2,,,가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/6969/thumb/thumb_720_4405NPEBarCjU3s7mCwTRw3O.jpg,2022-08-01 23:18,2022-08-01 23:18
1626,당포 Miracle 캠핑장,0,Y,,,민간,직영,,운영,,,,일반야영장,,경기도,연천군,11047,경기도 연천군 미산면 마동로 38-50,,126.9873618,38.02152,,010-9910-0064,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-09-19,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6970/thumb/thumb_720_7581Qqojy6JwrcwzSPKYMLss.jpg,2022-08-01 23:18,2022-08-01 23:18
1627,대관령자연휴양림,0,Y,,,자연휴양림,직영,,운영,,,,일반야영장,"산,숲,계곡",강원도,강릉시,210843,강원도 강릉시 성산면 삼포암길 133 ,대관령 자연휴양림 ,128.7871994,37.7102513,,033-641-9990,http://www.huyang.go.kr/main.action,http://www.huyang.go.kr/main.action,온라인실시간예약,1,33,0,0,0,0,0,3,0,0,3,0,0,33,0,0,0,0,33,0,0,,,,2015-06-02,"봄,여름,가을",평일+주말,N,N,2,1,2,개별,"놀이터,산책로,운동시설,마트.편의점",,"계곡 물놀이,해수욕,어린이놀이시설",,N,,Y,"숲해설,숯공예체험",17,0,0,0,"봄꽃여행,가을단풍명소",,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/6971/thumb/thumb_720_8309hsHqLblBxsnmmREcMwHj.jpg,2022-08-01 23:18,2022-08-01 23:18
1628,대천해수욕장 야영장,0,Y,,,지자체,위탁,보령시장 (해수욕장사업소장),운영,,,,일반야영장,해변,충청남도,보령시,33487,충남 보령시 해수욕장1길 23 (신흑동),,126.5111197,36.3144888,,041-933-7051,http://www.daechonbeach.or.kr/,,전화,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2015-09-01,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1629,도학 오토캠핑장,4770,Y,,502--502,지자체,직영,,운영,,,,자동차야영장,산,대구시,동구,701430,대구광역시 동구 도학동 110,,128.7036497,35.9817252,,053-981-8036,http://www.daegu.go.kr/PalgongPark/Default.aspx?cid=50:17,http://yeyak.daegu.go.kr/yeyak/main/mainPage.do,"온라인예약대기,온라인실시간예약",2,0,29,0,0,0,3,3,3,0,3,4,0,0,0,0,0,0,0,0,29,,,,2015-06-04,"봄,여름,가을",평일+주말,N,N,1,1,1,개별,"전기,온수",,산책로,,N,,N,,18,0,70,0,"봄꽃여행,가을단풍명소,걷기길",,불가능,,https://gocamping.or.kr/upload/camp/6973/thumb/thumb_720_9711Qr7Gpic8qDOxS5L4AYDb.jpg,2022-08-01 23:18,2022-08-01 23:18
1630,동강아름캠프 ,3000,N,,162-18-00619,민간,직영,,운영,,,옥동천변,자동차야영장,강,강원도,영월군,230824,강원도 영월군 김삿갓면 외룡리 ,717,128.6413563,37.1152828,,010-5525-4311,http://cafe.naver.com/arcampgo,,전화,1,10,0,0,0,0,0,6,0,0,7,0,0,10,0,0,0,10,0,0,0,,,,2016-07-27,"봄,여름,가을,겨울",평일+주말,Y,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수",,어린이놀이시설,,N,,N,,7,0,0,0,여름물놀이,,불가능,,https://gocamping.or.kr/upload/camp/6974/thumb/thumb_720_80454qDe8AOAzXu7V4YDsGlc.jpg,2022-08-01 23:18,2022-08-01 23:18
1631,동강전망휴양림오토캠핑장,448966,Y,,225-82-61179,지자체,위탁,정선시설관리공단,운영,,,"캠핑장이 높은 곳에 있고 올라가는 길이 급경사가 커브가 많아 야간에는 특히 조심해야 한다.   또한 근처에 대형 매점이 없어, 필요한 음식거리나 물건은 미리 준비하는게 좋다",자동차야영장,산,강원도,정선군,26137,강원 정선군 신동읍 동강로 916-212,,128.6079023,37.2595994,,033-560-3464,http://donggang.jsimc.or.kr/,http://forest.maketicket.co.kr/ticket/GD7,온라인실시간예약,0,0,67,0,0,0,0,4,0,0,5,0,0,67,0,0,0,0,67,0,0,서울이나 남쪽에서 갈때는 영월을 거쳐 동강으로 가는 게 편하다.  캠핑장 아래쪽에 동강을 따라 정선 병방치 전망대까지 이어지는 드라이브 코스가 일품이다.,,,,"봄,여름,가을,겨울",평일+주말,N,N,2,1,2,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",,산책로,,N,,N,,38,0,0,0,"일몰명소,가을단풍명소",,불가능,,https://gocamping.or.kr/upload/camp/6975/thumb/thumb_720_8864VHhvenUMGtZByAoSmY82.jpg,2022-08-01 23:18,2022-08-01 23:18
1632,동물카라반,0,Y,제2015-000023,880-13-00823,민간,직영,,운영,,,,"카라반,글램핑","산,숲",경기도,가평군,12447,경기 가평군 상면 임초밤안골로 313,,127.359949,37.747109,,010-8604-0999,http://동물카라반펜션.com/default/,http://동물카라반펜션.com/default/app/app_online.php,"전화,온라인실시간예약,현장",2,3,0,5,3,0,0,4,3,0,8,6,0,3,5,0,0,8,8,0,0,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실,내부샤워실","침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실,내부샤워실",2015-10-19,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,"전기,무선인터넷,온수,트렘폴린,물놀이장,마트.편의점",,"계곡 물놀이,산책로,수영장",,N,,N,,8,0,0,8,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견),,https://gocamping.or.kr/upload/camp/6976/thumb/thumb_720_2877rvmmeohbgPMqjPr4EvpA.jpg,2022-08-01 23:18,2022-08-01 23:18
1633,동산계곡 야영장,0,Y,제2018-000001호,704- 0-02067,민간,직영,,운영,,,,일반야영장,,경상북도,군위군,39065,경북 군위군 부계면 원효길 129-9,동산펜션 오토캠핑장,128.6656937,36.0464845,,010-3307-5425,http://dongsanpension.co.kr/,http://dongsanpension.co.kr/,전화,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,2018-06-29,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6977/thumb/thumb_720_5520bDrj2c4WwxFV2dKSJgXl.jpg,2022-08-01 23:18,2022-08-01 23:18
1634,두산 캠핑장,4500,N,,225-04-48921,민간,직영,,운영,,,배향산중상류,자동차야영장,산,강원도,영월군,26200,강원 영월군 무릉도원면 새막골길 165-13,두산 캠핑장 ,128.1614936,37.317839,,,http://cafe.naver.com/doosancamp,http://cafe.naver.com/doosancamp,,2,0,30,0,0,0,0,7,0,0,7,0,0,0,0,0,0,30,0,0,0,,,,2015-07-14,"봄,여름,가을",주말,N,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",,산책로,,N,,N,,5,0,0,0,,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1635,마장호수 휴 캠핑장,0,Y,,,민간,직영,,운영,,,,일반야영장,,경기도,파주시,10953,경기도 파주시 광탄면 기산리 459-6,,126.9275139,37.7721753,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-06-29,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6979/thumb/thumb_720_6621nhat8t2w0Rd6mnLSBY01.jpg,2022-08-01 23:18,2022-08-01 23:18
